"","ligand","receptor","source","PMIDs"
"2729","SHH","PTCH1","HPRD,fantom5,HPMR","9811851,169"
"2730","SHH","PTCH2","fantom5,HPRD","9811851"
"2731","SHH","SMO","fantom5,HPMR","16867986"
"2732","SLIT1","GPC1","HPRD,fantom5,HPMR","10364234"
"2733","SLIT1","ROBO1","HPRD,HPMR,fantom5","10433822"
"2734","SLIT1","SDC1","HPMR,fantom5","10433822"
"2735","SLIT2","DCC","fantom5",""
"2736","SLIT2","GPC1","HPRD,fantom5,HPMR","10364234,11375980,10364234"
"2737","SLIT2","ROBO1","HPRD,HPMR,fantom5","10102268"
"2738","SLIT2","ROBO2","HPRD,HPMR,fantom5","15130495,1"
"2739","SLIT2","ROBO4","fantom5,HPMR","15894287"
"2740","SLIT2","SDC1","HPMR,fantom5","10102268,15"
"2741","SLIT3","ROBO2","fantom5,HPRD","11754167"
"2742","SLPI","CD4","fantom5",""
"2743","SORBS1","INSR","HPRD,fantom5","11374898"
"2744","SORBS1","ITGA1","fantom5",""
"2745","SORBS1","ITGB5","fantom5",""
"2746","SOST","LRP5","fantom5,HPMR","15778503"
"2747","SOST","LRP6","HPMR,fantom5","15778503"
"2748","SPINK1","EGFR","fantom5","21368222"
"2749","SPINK1","NRSN1","HPRD,fantom5","1870127"
"2750","SPINT1","ST14","HPRD,fantom5","10373425"
"2751","SPON2","ITGAM","fantom5",""
"2752","SPON2","ITGB2","fantom5",""
"2753","SPP1","CD44","fantom5,HPMR,HPRD","10657301,12"
"2754","SPP1","ITGA4","fantom5","19417209"
"2755","SPP1","ITGA5","fantom5,HPRD","7592829"
"2756","SPP1","ITGA9","fantom5,HPRD","10593924"
"2757","SPP1","ITGAV","HPMR,fantom5,HPRD","10835423"
"2758","SPP1","ITGB1","HPRD,reactome,fantom5","10593924"
"2759","SPP1","ITGB3","reactome",""
"2760","SPP1","ITGB5","reactome",""
"2761","SPP1","S1PR1","fantom5","9488656"
"2762","SPTAN1","PTPRA","reactome",""
"2763","SPTBN2","PTPRA","reactome",""
"2764","SST","ADRA2A","reactome",""
"2765","SST","GRM7","reactome",""
"2766","SST","MTNR1A","reactome",""
"2767","SST","SSTR1","HPRD,HPMR,fantom5,IUPHAR","8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,1346068"
"2768","SST","SSTR2","HPMR,fantom5,IUPHAR,HPRD","8702767,9784130,8769372,9650799,10598788,15333679,7988476,11520208,9724791,9652348,1346068"
"2769","SST","SSTR3","IUPHAR,fantom5,HPMR,HPRD","8769372,9784130,8769372,9650799,10598788,15333679,7988476,11520208,9724791,8097479,9600011,1337145"
"2770","SST","SSTR4","IUPHAR,fantom5,HPMR,HPRD","8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,8100352"
"2771","SST","SSTR5","HPMR,IUPHAR,fantom5,HPRD","8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,9652348,7908405"
"2772","SYTL3","NRXN1","HPRD,fantom5","11243866"
"2773","TAC1","TACR1","HPMR,fantom5,IUPHAR,HPRD","7557266,12548712,11786503,8985159,1311270,9190866,8702757,15265501,12548712"
"2774","TAC1","TACR2","HPRD,IUPHAR,fantom5,HPMR","12954451,7961636,11786503,9190866,7682062,11137709,7961636,10189055"
"2775","TAC1","TACR3","HPRD,fantom5,IUPHAR,HPMR","9272936,1312036,9190866,11226387"
"2776","TAC3","TACR1","HPRD,HPMR,fantom5,IUPHAR","8925404,9190866,12727971"
"2777","TAC3","TACR2","HPMR,fantom5,IUPHAR,HPRD","8925404,9190866,7682062,7961636,10189055"
"2778","TAC3","TACR3","fantom5,IUPHAR,HPMR,HPRD","7557266,8990205,1312036,2176308,9190866,11226387,8990205,10189055,10866201"
"2779","TAC4","TACR1","fantom5,HPMR,HPRD","11062498,15224188,11786503"
"2780","TAC4","TACR2","fantom5,HPRD","11786503"
"2781","TAC4","TACR3","HPMR,fantom5,HPRD","11786503"
"2782","TCN2","CNR1","fantom5",""
"2783","TCN2","LRP2","fantom5",""
"2784","TCTN1","TMEM67","fantom5","21725307"
"2785","TDGF1","ACVR1B","fantom5,reactome,HPRD","11909953"
"2786","TDGF1","ACVR1C","fantom5,HPRD","11485994"
"2787","TDGF1","ACVR2A","reactome,fantom5,HPMR","12682303"
"2788","TDGF1","ACVR2B","reactome,fantom5",""
"2789","TDGF1","GPC1","fantom5",""
"2790","TDGF1","SMAD3","reactome",""
"2791","TFPI","F3","fantom5",""
"2792","TFPI","LRP1","HPMR,fantom5","8824219"
"2793","TFPI","SDC4","fantom5",""
"2794","TFPI","VLDLR","HPMR,fantom5","11278667"
"2795","TF","ADRB2","reactome",""
"2796","TF","GPR162","fantom5",""
"2797","TF","LDLR","reactome",""
"2798","TF","LRP2","reactome",""
"2799","TF","TFR2","HPRD,fantom5","11027676"
"2800","TF","TFRC","HPRD,HPMR,fantom5","6270680,12210842,6268632,16354665"
"2801","TGFA","EGFR","HPRD,cellsignal.com,IUPHAR,fantom5,HPMR","3018723,123"
"2802","TGFA","ERBB2","HPRD,fantom5","10918572"
"2803","TGFA","ERBB3","fantom5",""
"2804","TGFA","ERBB4","fantom5,HPRD","10918572"
"2805","TGFB1","ACVRL1","HPMR,fantom5,HPRD","10716993"
"2806","TGFB1","CAV1","fantom5",""
"2807","TGFB1","CD109","fantom5",""
"2808","TGFB1","CXCR4","fantom5",""
"2809","TGFB1","ENG","fantom5,HPRD","12015308"
"2810","TGFB1","ITGAV","fantom5,HPRD","11970960"
"2811","TGFB1","ITGB1","reactome",""
"2812","TGFB1","ITGB3","reactome",""
"2813","TGFB1","ITGB5","reactome",""
"2814","TGFB1","ITGB6","HPRD,reactome,fantom5","10025398"
"2815","TGFB1","ITGB8","HPRD,fantom5","11970960"
"2816","TGFB1","SDC2","fantom5,HPRD","14976204"
"2817","TGFB1","SMAD3","reactome",""
"2818","TGFB1","TGFBR1","HPRD,uniprot,fantom5,HPMR","12809600,82"
"2819","TGFB1","TGFBR2","HPMR,fantom5,uniprot,HPRD","12809600,10716993,7935686"
"2820","TGFB1","TGFBR3","HPRD,uniprot,fantom5","7935686"
"2821","TGFB2","ACVR1","fantom5",""
"2822","TGFB2","ENG","fantom5,HPRD","12015308"
"2823","TGFB2","TGFBR1","uniprot,fantom5,HPMR,HPRD","12809600,11"
"2824","TGFB2","TGFBR2","HPRD,fantom5,uniprot,HPMR","12809600,8106553,11157754"
"2825","TGFB2","TGFBR3","HPRD,HPMR,fantom5,uniprot","12809600,11"
"2826","TGFB3","ACVRL1","HPRD,HPMR,fantom5","11850637,1"
"2827","TGFB3","ENG","fantom5,HPRD","9872992"
"2828","TGFB3","ITGB1","reactome",""
"2829","TGFB3","ITGB3","reactome",""
"2830","TGFB3","ITGB5","reactome",""
"2831","TGFB3","ITGB6","reactome",""
"2832","TGFB3","TGFBR1","HPRD,fantom5,uniprot","11850637,12060054,12607775"
"2833","TGFB3","TGFBR2","HPRD,fantom5,uniprot,HPMR","11850637,11382746,12729750,8106553"
"2834","TGFB3","TGFBR3","HPRD,fantom5,uniprot","11382746"
"2835","TGM2","ADGRG1","HPMR,fantom5","16757564"
"2836","TGM2","ITGA4","fantom5",""
"2837","TGM2","ITGA9","fantom5",""
"2838","TGM2","ITGB1","fantom5,HPRD","10684262"
"2839","TGM2","ITGB3","HPRD,fantom5","10684262"
"2840","TGM2","SDC4","fantom5","23499501"
"2841","TGM2","TBXA2R","fantom5",""
"2842","TGS1","RXRA","reactome",""
"2843","TG","ASGR1","HPRD,fantom5","12477859"
"2844","TG","LRP2","HPRD,fantom5","9492085"
"2845","THBS1","CD36","HPRD,fantom5,uniprot,HPMR","1379600,10772961,10487979"
"2846","THBS1","CD47","HPMR,uniprot,fantom5,HPRD","11980922,9169439,8550562,10397731"
"2847","THBS1","ITGA2B","fantom5","2478219"
"2848","THBS1","ITGA3","reactome,fantom5","10196234"
"2849","THBS1","ITGA4","fantom5","14699013"
"2850","THBS1","ITGA6","fantom5","12909644"
"2851","THBS1","ITGB1","reactome,fantom5","15292271"
"2852","THBS1","ITGB3","fantom5,uniprot,HPRD,reactome","2478219"
"2853","THBS1","LRP1","fantom5,HPRD","9045712,15"
"2854","THBS1","LRP5","HPRD,fantom5","7775583"
"2855","THBS1","SCARB1","fantom5",""
"2856","THBS1","SDC1","HPMR,fantom5","11257118"
"2857","THBS1","SDC4","fantom5",""
"2858","THBS1","TNFRSF11B","HPRD,fantom5","15799029"
"2859","THBS2","CD36","uniprot",""
"2860","THBS2","CD47","fantom5,uniprot,HPMR","8550562"
"2861","THBS2","ITGA4","fantom5","14699013"
"2862","THBS2","ITGA6","fantom5","12909644"
"2863","THBS2","ITGB1","fantom5","15292271"
"2864","THBS2","ITGB3","uniprot",""
"2865","THBS2","NOTCH3","fantom5","19147503"
"2866","THBS2","NOTCH4","fantom5",""
"2867","THPO","MPL","fantom5,IUPHAR,HPMR,HPRD","10495959,98"
"2868","THPO","SIRPB1","fantom5",""
"2869","TIMP1","CD63","HPRD,fantom5","16917503"
"2870","TIMP2","ITGA3","HPRD,fantom5","12887919,16"
"2871","TIMP2","ITGB1","fantom5,HPRD","16326706"
"2872","TIMP3","AGTR2","fantom5","18344519"
"2873","TIMP3","KDR","fantom5,HPRD","12652295"
"2874","TLN1","ITGB3","reactome",""
"2875","TLN1","ITGB5","reactome",""
"2876","TNC","CNTN1","HPRD,fantom5","10103110"
"2877","TNC","EGFR","HPRD,fantom5","11470832"
"2878","TNC","ITGA2","fantom5",""
"2879","TNC","ITGA5","HPRD,fantom5","9314546"
"2880","TNC","ITGA7","fantom5","14715956"
"2881","TNC","ITGA8","fantom5",""
"2882","TNC","ITGA9","fantom5",""
"2883","TNC","ITGAV","fantom5",""
"2884","TNC","ITGB1","fantom5,reactome","14715956"
"2885","TNC","ITGB3","reactome",""
"2886","TNC","ITGB6","reactome",""
"2887","TNC","NT5E","fantom5",""
"2888","TNC","PTPRB","fantom5,HPRD","11313993"
"2889","TNC","PTPRZ1","fantom5",""
"2890","TNC","SDC1","fantom5",""
"2891","TNC","SDC4","fantom5",""
"2892","TNFSF10","TNFRSF10A","HPMR,IUPHAR,uniprot,fantom5,HPRD","15766588,10549288,9082980,9325248"
"2893","TNFSF10","TNFRSF10B","HPMR,IUPHAR,uniprot,fantom5,HPRD","15766588,9311998,10549288,9325248"
"2894","TNFSF10","TNFRSF10C","HPRD,HPMR,uniprot,fantom5","9325248,9613612,9314565,9325248"
"2895","TNFSF10","TNFRSF10D","HPMR,fantom5,uniprot,HPRD","9242610,943"
"2896","TNFSF10","TNFRSF11B","HPRD,uniprot,fantom5","9520411,122"
"2897","TNFSF11","TNFRSF11A","HPMR,fantom5,IUPHAR,uniprot,HPRD","11581298,94"
"2898","TNFSF11","TNFRSF11B","HPRD,uniprot,fantom5,HPMR","9568710,11733492,12221720,9520411"
"2899","TNFSF12","TNFRSF12A","HPRD,fantom5,IUPHAR,uniprot,HPMR","12787562,11728344,12529173"
"2900","TNFSF12","TNFRSF25","uniprot,fantom5,HPRD","11094155"
"2901","TNFSF12","TNFRSF8","uniprot",""
"2902","TNFSF13B","TNFRSF13B","fantom5,uniprot,IUPHAR,HPMR,HPRD","10956646,11"
"2903","TNFSF13B","TNFRSF13C","fantom5,uniprot,IUPHAR,HPMR,HPRD","15851487,12721620,11509692"
"2904","TNFSF13B","TNFRSF17","HPRD,fantom5,IUPHAR,uniprot,HPMR","10973284,10908663,10801128,10973284"
"2905","TNFSF13","FAS","HPRD,fantom5","10706119"
"2906","TNFSF13","SDC2","HPRD,fantom5","15846369"
"2907","TNFSF13","TNFRSF11B","fantom5,HPRD","10706119"
"2908","TNFSF13","TNFRSF13B","uniprot,fantom5,HPMR,HPRD","10956646"
"2909","TNFSF13","TNFRSF14","fantom5,HPRD","10706119"
"2910","TNFSF13","TNFRSF17","HPRD,fantom5,IUPHAR,uniprot,HPMR","14764606,11"
"2911","TNFSF13","TNFRSF1A","HPRD,fantom5","10706119"
"2912","TNFSF14","LTBR","HPMR,fantom5,IUPHAR,uniprot,HPRD","10799510,10318773,10799510,9462508"
"2913","TNFSF14","TNFRSF14","HPMR,IUPHAR,fantom5,HPRD","10894944,11390428,9462508"
"2914","TNFSF14","TNFRSF6B","HPRD,fantom5,uniprot","11994433"
"2915","TNFSF15","TNFRSF25","HPMR,fantom5,IUPHAR,uniprot,HPRD","11911831"
"2916","TNFSF15","TNFRSF6B","HPRD,uniprot,fantom5","11911831"
"2917","TNFSF18","TNFRSF18","HPMR,fantom5,IUPHAR,uniprot,HPRD","10037686,1"
"2918","TNFSF4","TNFRSF4","fantom5,uniprot,IUPHAR,HPMR,HPRD","12134113"
"2919","TNFSF4","TRAF2","HPRD,fantom5","9418902"
"2920","TNFSF8","TNFRSF8","uniprot,IUPHAR,fantom5,HPMR,HPRD","8391931,118"
"2921","TNFSF9","TNFRSF9","HPMR,fantom5,IUPHAR,uniprot,HPRD","8088337,13130507,9045669,8088337"
"2922","TNFSF9","TRAF2","fantom5,HPRD","9607925"
"2923","TNF","RIPK1","reactome",""
"2924","TNF","SLC5A11","fantom5",""
"2925","TNF","TNFRSF1A","HPMR,fantom5,IUPHAR,uniprot,HPRD","7852363,10634209,14743216,19084540"
"2926","TNF","TNFRSF1B","HPRD,HPMR,fantom5,IUPHAR,uniprot","2158863,7664431,2158863,19084540"
"2927","TNF","TNFRSF21","fantom5,HPMR","9714541"
"2928","TNF","TRADD","reactome",""
"2929","TNF","TRAF2","HPRD,fantom5","12887920"
"2930","TPH1","HTR1A","fantom5,HPMR",""
"2931","TPH1","HTR1B","HPMR,fantom5",""
"2932","TPH1","HTR1D","fantom5,HPMR",""
"2933","TPH1","HTR1E","HPMR,fantom5",""
"2934","TPH1","HTR1F","HPMR,fantom5",""
"2935","TPH1","HTR2A","fantom5,HPMR",""
"2936","TPH1","HTR2B","fantom5,HPMR",""
"2937","TPH1","HTR2C","fantom5,HPMR",""
"2938","TPH1","HTR4","HPMR,fantom5",""
"2939","TPH1","HTR5A","HPMR,fantom5",""
"2940","TPH1","HTR6","fantom5,HPMR",""
"2941","TPH1","HTR7","fantom5,HPMR",""
"2942","TRH","TRHR","HPRD,HPMR,fantom5","2175902,15117874,9794253"
"2943","TSHB","ADCYAP1R1","reactome",""
"2944","TSHB","ADRB2","reactome",""
"2945","TSHB","ADRB3","reactome",""
"2946","TSHB","GPR20","reactome",""
"2947","TSHB","GPR84","reactome",""
"2948","TSHB","PTH1R","reactome",""
"2949","TSHB","RAMP2","reactome",""
"2950","TSHB","RAMP3","reactome",""
"2951","TSHB","TSHR","IUPHAR,fantom5,HPMR,HPRD,reactome","15571461,26"
"2952","TSHB","VIPR1","reactome",""
"2953","TSLP","IL7R","uniprot,fantom5,HPRD","11418668"
"2954","UBA52","ACVR1","fantom5,HPRD",""
"2955","UBA52","ADRB2","reactome",""
"2956","UBA52","AGTR1","fantom5",""
"2957","UBA52","BMPR1B","fantom5,HPRD",""
"2958","UBA52","EGFR","fantom5",""
"2959","UBA52","ERBB2","fantom5,reactome",""
"2960","UBA52","FGFR2","reactome",""
"2961","UBA52","FSHR","fantom5,HPRD",""
"2962","UBA52","LDLR","reactome",""
"2963","UBA52","LRP2","reactome",""
"2964","UBA52","NOTCH1","fantom5",""
"2965","UBA52","RIPK1","reactome",""
"2966","UBA52","SMAD3","reactome",""
"2967","UBA52","TGFBR1","reactome,HPRD,fantom5",""
"2968","UBA52","TGFBR2","fantom5,reactome",""
"2969","UBA52","TLR4","reactome",""
"2970","UBB","ADRB2","reactome",""
"2971","UBB","ERBB2","reactome",""
"2972","UBB","FGFR2","reactome",""
"2973","UBB","LDLR","reactome",""
"2974","UBB","LRP2","reactome",""
"2975","UBB","RIPK1","reactome",""
"2976","UBB","SMAD3","reactome",""
"2977","UBB","TGFBR1","reactome",""
"2978","UBB","TGFBR2","reactome",""
"2979","UBB","TLR4","reactome",""
"2980","UBC","ADRB2","reactome",""
"2981","UBC","ERBB2","reactome",""
"2982","UBC","FGFR2","reactome",""
"2983","UBC","LDLR","reactome",""
"2984","UBC","LRP2","reactome",""
"2985","UBC","RIPK1","reactome",""
"2986","UBC","SMAD3","reactome",""
"2987","UBC","TGFBR1","reactome",""
"2988","UBC","TGFBR2","reactome",""
"2989","UBC","TLR4","reactome",""
"2990","UCN2","CRHR1","fantom5,IUPHAR","15450949"
"2991","UCN2","CRHR2","IUPHAR,fantom5,HPMR,HPRD","11329063,15450949,11416224,11226328"
"2992","UCN2","IL10RB","fantom5,HPRD","11416224"
"2993","UCN3","CRHR1","fantom5,HPRD","11416224"
"2994","UCN3","CRHR2","HPRD,HPMR,fantom5,IUPHAR","11329063,15450949,11416224"
"2995","UCN3","IL10RB","HPRD,fantom5","11416224"
"2996","UCN","CRHR1","HPRD,fantom5,IUPHAR,HPMR","11416224,15450949,11123370,8612563,8612563,9423932"
"2997","UCN","CRHR2","HPRD,IUPHAR,fantom5,HPMR","10816663,15450949,11123370,8612563,9423932,11416224"
"2998","ULBP2","KLRK1","HPMR,fantom5","10894171"
"2999","UTS2B","UTS2R","HPRD,fantom5,IUPHAR","14550283,11"
"3000","UTS2","UTS2R","IUPHAR,fantom5,HPMR,HPRD","10499587,15109617,11976263,12238917,15852036,10581185"
"3001","VASP","CXCR2","fantom5","19435808"
"3002","VCAM1","ITGA4","uniprot,fantom5,HPMR","11751331"
"3003","VCAM1","ITGA9","fantom5",""
"3004","VCAM1","ITGAD","fantom5,HPMR,HPRD","10438935"
"3005","VCAM1","ITGB1","fantom5,HPMR,HPRD,reactome","11751331,12097820,19057841"
"3006","VCAM1","ITGB2","fantom5,HPMR","10438935"
"3007","VCAM1","ITGB7","HPRD,fantom5","12682249"
"3008","VCAN","CD44","HPRD,fantom5","10950950"
"3009","VCAN","EGFR","fantom5","16045811"
"3010","VCAN","ITGA4","fantom5,HPRD","11083865"
"3011","VCAN","ITGB1","HPRD,fantom5","11805102"
"3012","VCAN","SELL","fantom5",""
"3013","VCAN","SELP","fantom5,HPRD","10950950"
"3014","VCAN","TLR1","fantom5",""
"3015","VCAN","TLR2","fantom5","19122641"
"3016","VCL","ITGB5","reactome",""
"3017","VEGFA","EGFR","fantom5",""
"3018","VEGFA","EPHB2","HPRD,fantom5","17318185"
"3019","VEGFA","FLT1","HPRD,HPMR,fantom5,uniprot,IUPHAR","8621427,15637071,17051153,9393862"
"3020","VEGFA","GPC1","HPRD,fantom5","10196157"
"3021","VEGFA","ITGA9","fantom5",""
"3022","VEGFA","ITGAV","fantom5",""
"3023","VEGFA","ITGB1","fantom5",""
"3024","VEGFA","ITGB3","reactome",""
"3025","VEGFA","KDR","HPRD,fantom5,uniprot,IUPHAR,HPMR","8621427,15637071,17318185"
"3026","VEGFA","NRP1","HPRD,fantom5,HPMR","11986311,15637071,10409677,9529250,17222790,16763549"
"3027","VEGFA","NRP2","HPRD,fantom5","10748121"
"3028","VEGFA","RET","fantom5",""
"3029","VEGFA","SIRPA","fantom5",""
"3030","VEGFA","TYRO3","fantom5",""
"3031","VEGFB","FLT1","HPRD,HPMR,fantom5,IUPHAR","97517301,98"
"3032","VEGFB","NRP1","HPMR,uniprot,fantom5,HPRD","409677,1041"
"3033","VEGFB","RET","fantom5",""
"3034","VEGFB","TYRO3","fantom5",""
"3035","VEGFC","FLT1","fantom5",""
"3036","VEGFC","FLT4","HPMR,IUPHAR,uniprot,fantom5,HPRD","12881528,8700872,16530705"
"3037","VEGFC","ITGA9","fantom5",""
"3038","VEGFC","ITGB1","fantom5",""
"3039","VEGFC","KDR","HPRD,HPMR,IUPHAR,uniprot,fantom5","8612600,11332691,11332691"
"3040","VEGFC","LYVE1","fantom5",""
"3041","VEGFC","NRP2","HPMR,fantom5","8612600"
"3042","VEGFC","VIPR2","fantom5,HPMR","12881528"
"3043","VEGFD","FLT1","fantom5",""
"3044","VEGFD","FLT4","HPMR,fantom5,IUPHAR,uniprot,HPRD",""
"3045","VEGFD","ITGA1","fantom5",""
"3046","VEGFD","ITGA2","fantom5",""
"3047","VEGFD","ITGA4","fantom5",""
"3048","VEGFD","ITGA5","fantom5",""
"3049","VEGFD","ITGA9","fantom5,HPRD",""
"3050","VEGFD","ITGB1","fantom5",""
"3051","VEGFD","KDR","HPRD,fantom5,uniprot,HPMR",""
"3052","VEGFD","NRP2","HPMR,fantom5",""
"3053","VIM","CD44","fantom5","22216242"
"3054","VIP","ADCYAP1R1","IUPHAR,fantom5,reactome","10583729,16930633,11931347"
"3055","VIP","ADRB2","reactome",""
"3056","VIP","ADRB3","reactome",""
"3057","VIP","GPR20","reactome",""
"3058","VIP","GPR84","reactome",""
"3059","VIP","NPR3","fantom5",""
"3060","VIP","PTH1R","reactome",""
"3061","VIP","RAMP2","reactome",""
"3062","VIP","RAMP3","reactome",""
"3063","VIP","SCTR","fantom5,IUPHAR","1646711"
"3064","VIP","TSHR","reactome",""
"3065","VIP","VIPR1","IUPHAR,fantom5,HPMR,HPRD,reactome","11027527,8791009,8074647,16930633,9928018,9437714,10801840,10570056,8390245,11931347,9726637,9152366,9454823,15247290,807467,11027527"
"3066","VIP","VIPR2","HPRD,fantom5,IUPHAR,HPMR","12220741,16930633,10801840,9454823,9928018,10570056,11931347,9437714,9152366,9726637,8146174"
"3067","VTN","CD47","fantom5",""
"3068","VTN","ITGA2B","fantom5",""
"3069","VTN","ITGA3","fantom5",""
"3070","VTN","ITGA5","HPMR,fantom5","11331280"
"3071","VTN","ITGA8","fantom5,HPRD","7559467"
"3072","VTN","ITGAV","fantom5","23154389"
"3073","VTN","ITGB1","reactome,fantom5",""
"3074","VTN","ITGB3","HPMR,fantom5,reactome,HPRD","11331280,16"
"3075","VTN","ITGB5","fantom5,reactome",""
"3076","VTN","ITGB6","fantom5,HPRD","8120056"
"3077","VTN","ITGB8","fantom5,HPRD","11156415"
"3078","VTN","KDR","fantom5",""
"3079","VTN","PLAUR","HPRD,fantom5","8830783"
"3080","VTN","PVR","fantom5,HPRD","11437656"
"3081","VTN","TNFRSF11B","HPRD,fantom5","15799029"
"3082","VWF","GP1BA","fantom5,HPRD","12183630,12087105,6336654"
"3083","VWF","ITGA2B","fantom5,HPRD","1737795"
"3084","VWF","ITGB3","reactome",""
"3085","VWF","SELP","fantom5",""
"3086","VWF","SIRPA","fantom5",""
"3087","VWF","TNFRSF11B","HPRD,fantom5","15799029"
"3088","WNT11","FZD7","HPMR,fantom5","10862746"
"3089","WNT16","FZD6","fantom5",""
"3090","WNT1","FZD1","fantom5",""
"3091","WNT1","FZD3","fantom5,HPMR","14642436"
"3092","WNT1","FZD5","fantom5",""
"3093","WNT1","FZD7","fantom5",""
"3094","WNT1","FZD8","HPRD,fantom5,HPMR","15454084"
"3095","WNT1","FZD9","HPRD,fantom5,HPMR","9147651"
"3096","WNT1","LRP5","reactome,HPRD,fantom5","11336703"
"3097","WNT1","LRP6","HPRD,fantom5","11029007,11"
"3098","WNT1","RYK","HPRD,reactome,fantom5,HPMR","15454084"
"3099","WNT2","FZD1","HPRD,fantom5","10557084"
"3100","WNT2","FZD5","fantom5","18302287"
"3101","WNT2","FZD7","fantom5","23815780"
"3102","WNT2","FZD8","fantom5","23815780"
"3103","WNT2","FZD9","fantom5,HPRD","12138115"
"3104","WNT2","LRP6","fantom5",""
"3105","WNT3A","APCDD1","fantom5","20393562"
"3106","WNT3A","ATP6AP2","fantom5",""
"3107","WNT3A","FZD1","fantom5,HPRD","10557084"
"3108","WNT3A","FZD2","fantom5","18215320"
"3109","WNT3A","FZD5","fantom5","22753465"
"3110","WNT3A","FZD6","IUPHAR,fantom5","21665003,21"
"3111","WNT3A","FZD7","fantom5","18215320"
"3112","WNT3A","FZD8","fantom5","22303445"
"3113","WNT3A","LRP1","fantom5,HPRD","14739301"
"3114","WNT3A","LRP5","reactome",""
"3115","WNT3A","LRP6","fantom5,HPRD","14739301,13"
"3116","WNT3A","RYK","fantom5,HPRD,reactome","15454084"
"3117","WNT3","FZD1","fantom5,HPRD","10557084"
"3118","WNT3","FZD5","fantom5",""
"3119","WNT3","FZD7","fantom5","18313787"
"3120","WNT3","FZD8","fantom5,HPMR","18528331,15"
"3121","WNT3","LRP6","fantom5,HPMR","18528331"
"3122","WNT3","RYK","reactome,fantom5,HPMR","15454084"
"3123","WNT4","FZD2","fantom5,HPMR","12325120"
"3124","WNT4","FZD6","HPRD,HPMR,IUPHAR,fantom5","15265686,21541287,15265686"
"3125","WNT5A","ADRB2","reactome",""
"3126","WNT5A","FZD1","fantom5,HPRD","10557084"
"3127","WNT5A","FZD2","HPMR,fantom5","9389482"
"3128","WNT5A","FZD4","fantom5,HPMR","10990458"
"3129","WNT5A","FZD5","fantom5,HPRD","9054360"
"3130","WNT5A","FZD6","fantom5,IUPHAR","21665003"
"3131","WNT5A","FZD7","HPMR,fantom5","10990458"
"3132","WNT5A","FZD8","fantom5","21518267"
"3133","WNT5A","LDLR","reactome",""
"3134","WNT5A","LRP2","reactome",""
"3135","WNT5A","LRP5","fantom5","16602827"
"3136","WNT5A","MCAM","fantom5","24335906"
"3137","WNT5A","ROR1","fantom5","18287027"
"3138","WNT5A","ROR2","fantom5,reactome,HPRD","12839624"
"3139","WNT5A","RYK","fantom5,HPMR,reactome","15598975"
"3140","WNT7A","FZD10","fantom5","18567805"
"3141","WNT7A","FZD5","HPMR,fantom5,HPRD","12857724"
"3142","WNT7A","FZD9","HPRD,fantom5","15705594"
"3143","WNT7A","LRP6","fantom5",""
"3144","WNT7B","FZD1","fantom5,HPMR","15923619"
"3145","WNT7B","FZD10","fantom5,HPMR","15923619"
"3146","WNT7B","LRP5","HPMR,fantom5","15923619"
"3147","WNT8A","LRP5","reactome",""
"3148","WNT8B","LRP5","reactome",""
"3149","XCL1","XCR1","literature,IUPHAR,fantom5,HPMR,HPRD","10699158"
"3150","XCL2","XCR1","HPRD,fantom5,literature,IUPHAR","10699158"
"3151","YARS","CXCR1","IUPHAR,fantom5",""
"3152","ZG16B","CXCR4","fantom5","20802527"
"3153","ZG16B","TLR2","fantom5","20802527"
"3154","ZG16B","TLR4","fantom5","20802527"
"3155","ZG16B","TLR5","fantom5","20802527"
"3156","ZG16B","TLR6","fantom5","20802527"
"3157","ZP3","EGFR","fantom5",""
"3158","ZP3","MERTK","fantom5,HPMR","7541556"
"3159","DEFB103B","CCR6","literature","23390582"
"3160","DEFB103B","CCR2","literature","23390582"
"3161","MTf","PLG","literature","15936756"
"3162","FYN","SPN","literature","8910342"
"3163","VCAM1","MSN","literature","12082081"
"3164","VCAM1","EZR","literature","12082081"
"3165","SHP1","CLEC12A","literature","28606940"
"3166","TP53","TNFRSF10D","literature","16230375"
"3167","ADAM10","NOTCH1","literature","22399336"
"3168","ADAM10","EFNA3","literature","19823572"
"3169","AGT","ENPEP","literature","29900035"
"3170","LGALS8","ITGA3","literature","10852818"
"3171","TIMP3","ADAM17","literature","20980382"
"3172","SHP1","FCRL4","literature","21908428"
"3173","SHP2","FCRL4","literature","21908428"
"3174","TYROBP","TREM1","literature","18192027"
"3175","ADA","DPP4","literature","21738897"
"3176","FYN","THY1","literature","25416548"
"3177","RAP","LRP1","literature","27956551"
"3178","FADD","FAS","literature","19118384"
"3179","SYK","FCGR2A","literature","9632805"
"3180","SHH","GAS1","literature","17848687"
"3181","LGALS1","ITGB1","literature","14550305"
"3182","LGALS1","PTPRC","literature","10369126"
"3183","SFTPD","SIRPA","literature","22511785"
"3184","CD6","ALCAM","literature","26146185"
"3185","CD59","CD2","literature","1385156"
"3186","ST6GAL1","CD22","literature","1717156"
"3187","BSG","SELE","literature","19443639"
"3188","MICA","KLRK1","literature","11491531"
"3189","MICB","KLRK1","literature","11491531"
"3190","TIM-1","CD300LB","literature","20566714"
